item_0,item_0,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_1,item_1,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_2,item_2,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_3,item_3,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_4,item_4,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_5,item_5,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_6,item_6,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_7,item_7,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_8,item_8,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
item_9,item_9,category,description,feature_0=value_7,feature_2=value_5,feature_3=value_1,feature_4=value_7
